artifact_id,old_path,size_bytes,sha256,review_disposition,canonical_artifact_id,canonical_old_path,dedup_relation,license_id,redistribution_status,release_inclusion,reason
dataset-artifact-55a8e6c31ced1e5fa4d8b60a,processing/_needs_review/derived/csv-smoke/tables/logical_dataset_id=physical_6a0bfcdf53a64c07987822162ae591e2/reactions.csv,28337,7baa9592f2cf8d158693e13e0e9051585a9b815acc2297de3e38cac4fea42bbf,superseded,dataset-artifact-21df4ce9e66736861b09c04d,standardized/derived/csv/tables/logical_dataset_id=physical_6a0bfcdf53a64c07987822162ae591e2/reactions.csv,byte_identical_to_non_review_canonical,NOASSERTION,blocked_pending_audit,excluded_duplicate,Legacy duplicate is excluded; the separately classified canonical object is referenced by SHA-256.
dataset-artifact-53f185a09b5bc45cbb6121de,processing/_needs_review/derived/csv-smoke/tables/logical_dataset_id=physical_805ad863feef48579d95d86a728035f4/reactions.csv,512748962,d680b26d4dbc9cc788effb4ddf63c4fbe23b1aef0635bc1bff1afac939e15154,superseded,dataset-artifact-6f3d6649e1951c442584e234,standardized/derived/csv/tables/logical_dataset_id=physical_805ad863feef48579d95d86a728035f4/reactions.csv,byte_identical_to_non_review_canonical,NOASSERTION,blocked_pending_audit,excluded_duplicate,Legacy duplicate is excluded; the separately classified canonical object is referenced by SHA-256.
dataset-artifact-fd697c2e94a1a67295333f98,processing/_needs_review/derived/csv-smoke/tables/logical_dataset_id=physical_89b083710e2d441aa0040c361d63359f/reactions.csv,186997,cfe71ad8d3b234b90a72c0c2d0feaf35255f5c125ef509f24e838f7c2a1e347f,superseded,dataset-artifact-adbc5c7c3ffd1743bd0ba3d4,standardized/derived/csv/tables/logical_dataset_id=physical_89b083710e2d441aa0040c361d63359f/reactions.csv,byte_identical_to_non_review_canonical,NOASSERTION,blocked_pending_audit,excluded_duplicate,Legacy duplicate is excluded; the separately classified canonical object is referenced by SHA-256.
dataset-artifact-190c9612f1b897d804ba9649,processing/_needs_review/derived/csv-smoke/tables/logical_dataset_id=physical_8d1e28ec1f6b4ee8ad372e0b5ed7a62e/reactions.csv,203131,c407783633f4033c9d3cf319295a3c9250ab78147534001a1092ec9a4bbc3f0d,superseded,dataset-artifact-f2607cca41b8474ad14cabe5,standardized/derived/csv/tables/logical_dataset_id=physical_8d1e28ec1f6b4ee8ad372e0b5ed7a62e/reactions.csv,byte_identical_to_non_review_canonical,NOASSERTION,blocked_pending_audit,excluded_duplicate,Legacy duplicate is excluded; the separately classified canonical object is referenced by SHA-256.
dataset-artifact-ba1f7cf451089e7a59d8d13c,processing/_needs_review/derived/csv-smoke/tables/logical_dataset_id=physical_99c23cf435dc42f1af884053bc8b11c7/reactions.csv,4384360,8e22982ae74f2b2e9a2992aaad4618d598afb7dca3d66585c7bab25cd85e7c25,superseded,dataset-artifact-30b89889993c8906dcf2dbdd,standardized/derived/csv/tables/logical_dataset_id=physical_99c23cf435dc42f1af884053bc8b11c7/reactions.csv,byte_identical_to_non_review_canonical,NOASSERTION,blocked_pending_audit,excluded_duplicate,Legacy duplicate is excluded; the separately classified canonical object is referenced by SHA-256.
dataset-artifact-ed0c720c42fc8d2372007a05,processing/_needs_review/derived/csv-smoke/tables/logical_dataset_id=physical_9b8aa9a7835143ef8ce3f70abfab7545/reactions.csv,3575156,91840b1a434c6da675f8c0b978f3825fef429ca78828f6c6fcb00a8f3cbd42be,superseded,dataset-artifact-1fee124e00eca76d14a36303,standardized/derived/csv/tables/logical_dataset_id=physical_9b8aa9a7835143ef8ce3f70abfab7545/reactions.csv,byte_identical_to_non_review_canonical,NOASSERTION,blocked_pending_audit,excluded_duplicate,Legacy duplicate is excluded; the separately classified canonical object is referenced by SHA-256.
dataset-artifact-809fd2b26329bc3b07b8a8af,processing/_needs_review/derived/csv-smoke/tables/logical_dataset_id=physical_a12fa15d036d489c971b0b514caeae52/reactions.csv,1692988,0e1915e564cda2f31498e817ea7e48bd7cb2ba04b12e6d992b0a7d993575b398,superseded,dataset-artifact-5751416fa53b15943d311fd9,standardized/derived/csv/tables/logical_dataset_id=physical_a12fa15d036d489c971b0b514caeae52/reactions.csv,byte_identical_to_non_review_canonical,NOASSERTION,blocked_pending_audit,excluded_duplicate,Legacy duplicate is excluded; the separately classified canonical object is referenced by SHA-256.
dataset-artifact-f34b1f3140396a680ea01a8d,processing/_needs_review/derived/csv-smoke/tables/logical_dataset_id=physical_ac78456835404910b3a4c840248b6ac9/reactions.csv,17758157,0e407108e5db703d2156d55aef6c8aa63afbd26019279ba89198308a0dacde93,superseded,dataset-artifact-c772981760cc4e82398abcd5,standardized/derived/csv/tables/logical_dataset_id=physical_ac78456835404910b3a4c840248b6ac9/reactions.csv,byte_identical_to_non_review_canonical,NOASSERTION,blocked_pending_audit,excluded_duplicate,Legacy duplicate is excluded; the separately classified canonical object is referenced by SHA-256.
dataset-artifact-56d1f74cc4e5af6f68598202,processing/_needs_review/derived/csv-smoke/tables/logical_dataset_id=physical_b440f8c90b6343189093770060fc4098/reactions.csv,6797517,63f7e9c1c0a9c6c553b4420882562e79fd3933dcb250209bbcfac1598466f3b2,superseded,dataset-artifact-f839836e325784d4cffe2106,standardized/derived/csv/tables/logical_dataset_id=physical_b440f8c90b6343189093770060fc4098/reactions.csv,byte_identical_to_non_review_canonical,NOASSERTION,blocked_pending_audit,excluded_duplicate,Legacy duplicate is excluded; the separately classified canonical object is referenced by SHA-256.
dataset-artifact-dba6345e8b68fed7f9bfcf9b,processing/_needs_review/derived/csv-smoke/tables/logical_dataset_id=physical_c5b00523487a4211a194160edf45e9ab/reactions.csv,16445484,e356b5c8493e2fbcaceb466c92a73c0c62ce420c06003bf08460933080953b94,superseded,dataset-artifact-cafedf7bf2af55830d631f20,standardized/derived/csv/tables/logical_dataset_id=physical_c5b00523487a4211a194160edf45e9ab/reactions.csv,byte_identical_to_non_review_canonical,NOASSERTION,blocked_pending_audit,excluded_duplicate,Legacy duplicate is excluded; the separately classified canonical object is referenced by SHA-256.
