reactant-1,reactant-2,reagent-1,catalyst-1,catalyst-2,solvent-1,solvent-2,solvent-3,solvent-4,solvent-5,solvent-6,solvent-7,solvent-8,solvent-9,solvent-10,product,temperature_c,reaction_time_s,yield_percent
FC(F)(F)c1ccc(I)cc1,C1COCCN1,O=P([O-])([O-])[O-].[K+],COC(=O)c1ccnc(-c2cc(C(=O)OC)ccn2)c1,CC(=O)[O][Pd][O]C(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,FC(F)(F)c1ccc(N2CCOCC2)cc1,30.0,64800.0,0.0
Brc1cccnc1,c1ccc(C2CCNCC2)cc1,CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,O=C(NCc1ccco1)C(=O)NCc1ccco1,C=[CH](C)->[Pd]1<-[Cl][Pd](<-[Cl]1)<-[CH](=C)C,COCCOCCOC,COCCOCCOC,COCCOCCOC,COCCOCCOC,COCCOCCOC,,,,,,c1ccc(C2CCN(c3cccnc3)CC2)cc1,60.0,64800.0,0.0
Ic1cccnc1,c1ccc(C2CCNCC2)cc1,C[Si](C)(C)[O-].[Na+],COc1ccnc2c1ccc1c(OC)ccnc12,[Cu][O][Cu],CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,c1ccc(C2CCN(c3cccnc3)CC2)cc1,60.0,64800.0,0.0
Brc1cccnc1,c1ccc(C2CCNCC2)cc1,C1CCC2=NCCCN2CC1,COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CC#[N]->[Cu+](<-[N]#CC)(<-[N]#CC)<-[N]#CC.F[B-](F)(F)F,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,c1ccc(C2CCN(c3cccnc3)CC2)cc1,30.0,64800.0,0.0
FC(F)(F)c1ccc(Br)cc1,C1COCCN1,CC(=O)[O-].[Cs+],CC(C)(C)P(C(C)(C)C)C(C)(C)C,CC1=CC(C)=[O]->[Pd]2([O]1)[O]C(C)=CC(C)=[O]->2,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,FC(F)(F)c1ccc(N2CCOCC2)cc1,30.0,64800.0,0.0
FC(F)(F)c1ccc(Br)cc1,C1COCCN1,CC(=O)[O-].[Cs+],FC(F)(F)c1ccnc(-c2cc(C(F)(F)F)ccn2)c1,CC(=O)[O][Pd][O]C(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,FC(F)(F)c1ccc(N2CCOCC2)cc1,30.0,64800.0,0.0
FC(F)(F)c1ccc(Br)cc1,C1COCCN1,O=P([O-])([O-])[O-].[K+],O=C1CCCCC1C(=O)c1ccccc1,CC1=CC(C)=[O]->[Pd]2([O]1)[O]C(C)=CC(C)=[O]->2,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,FC(F)(F)c1ccc(N2CCOCC2)cc1,30.0,64800.0,0.0
Brc1cccnc1,c1ccc(C2CCNCC2)cc1,CN(C)C(=NC(C)(C)C)N(C)C,c1ccc(P(c2ccccc2)C2CCCCC2)cc1,[Cu][I],CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,c1ccc(C2CCN(c3cccnc3)CC2)cc1,60.0,64800.0,0.0
FC(F)(F)c1ccc(Br)cc1,C1COCCN1,CC(C)(C)[O-].[K+],c1ccc(-c2ccc3ccc4ccc(-c5ccccc5)nc4c3n2)cc1,[Cu][Br],COCCOCCOC,CS(C)=O,COCCOCCOC,CS(C)=O,COCCOCCOC,CS(C)=O,COCCOCCOC,CS(C)=O,COCCOCCOC,CS(C)=O,FC(F)(F)c1ccc(N2CCOCC2)cc1,60.0,64800.0,0.0
FC(F)(F)c1ccc(Br)cc1,C1COCCN1,C[Si](C)(C)[O-].[Na+],COc1c(C(C)(C)C)cc(P(c2cc(C(C)(C)C)c(OC)c(C(C)(C)C)c2)c2ccc3c(c2-c2c(P(c4cc(C(C)(C)C)c(OC)c(C(C)(C)C)c4)c4cc(C(C)(C)C)c(OC)c(C(C)(C)C)c4)ccc4c2OCO4)OCO3)cc1C(C)(C)C,CC(C)(C)c1ccc(C=[CH](c2ccc(C(C)(C)C)cc2)->[Ni](<-[CH](=Cc2ccc(C(C)(C)C)cc2)c2ccc(C(C)(C)C)cc2)<-[CH](=Cc2ccc(C(C)(C)C)cc2)c2ccc(C(C)(C)C)cc2)cc1,COCCOCCOC,COCCOCCOC,COCCOCCOC,COCCOCCOC,COCCOCCOC,,,,,,FC(F)(F)c1ccc(N2CCOCC2)cc1,30.0,64800.0,0.0
FC(F)(F)c1ccc(I)cc1,C1COCCN1,O=C([O-])[O-].[Cs+],c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,[Cl][Cu],CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,FC(F)(F)c1ccc(N2CCOCC2)cc1,30.0,64800.0,0.0
FC(F)(F)c1ccc(I)cc1,C1COCCN1,CC(C)(C)[O-].[Na+],O=C(O)C(=O)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1,,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,FC(F)(F)c1ccc(N2CCOCC2)cc1,80.0,64800.0,4.046835899353027
FC(F)(F)c1ccc(I)cc1,C1COCCN1,O=P([O-])([O-])[O-].[K+],CC(C)(C)P(C(C)(C)C)C(C)(C)C,[Cl][Cu],CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,FC(F)(F)c1ccc(N2CCOCC2)cc1,30.0,64800.0,0.0
FC(F)(F)c1ccc(I)cc1,C1COCCN1,O=C([O-])[O-].[K+],O=C(NCc1cccc2ccccc12)C(=O)NCc1cccc2ccccc12,[Cu][I],CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,FC(F)(F)c1ccc(N2CCOCC2)cc1,30.0,64800.0,0.0
FC(F)(F)c1ccc(I)cc1,C1COCCN1,CC(C)(C)[O-].[Na+],O=C(O)C(=O)Nc1c(F)c(F)c(F)c(F)c1F,CC1=CC(C)=[O]->[Cu]2([O]1)[O]C(C)=CC(C)=[O]->2,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,FC(F)(F)c1ccc(N2CCOCC2)cc1,80.0,64800.0,6.828006744384766
Brc1cccnc1,c1ccc(C2CCNCC2)cc1,CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,CC1(C)c2cccc(P(c3ccccc3)c3ccccc3)c2Oc2c(P(c3ccccc3)c3ccccc3)cccc21,,COCCOCCOC,COCCOCCOC,COCCOCCOC,COCCOCCOC,COCCOCCOC,,,,,,c1ccc(C2CCN(c3cccnc3)CC2)cc1,30.0,64800.0,0.0
Brc1cccnc1,c1ccc(C2CCNCC2)cc1,CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,c1ccc(P(c2ccccc2)[c]23->[Fe+2]456789%10(<-[cH]([cH]->4[cH-]->52)[cH]->63)<-[cH]2[cH]->7[cH-]->8[c]->9(P(c3ccccc3)c3ccccc3)[cH]->%102)cc1,CC1=CC(C)=[O]->[Pd]2([O]1)[O]C(C)=CC(C)=[O]->2,COCCOCCOC,COCCOCCOC,COCCOCCOC,COCCOCCOC,COCCOCCOC,,,,,,c1ccc(C2CCN(c3cccnc3)CC2)cc1,60.0,64800.0,0.0
Brc1cccnc1,c1ccc(C2CCNCC2)cc1,CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,CC(C)(C)P(c1ccccc1)c1ccccc1,CC(=O)[O][Cu][O]C(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,c1ccc(C2CCN(c3cccnc3)CC2)cc1,30.0,64800.0,0.05195479840040207
FC(F)(F)c1ccc(Br)cc1,C1COCCN1,CC(C)(C)[O-].[Na+],CN(C)c1ccccc1-c1ccccc1P(c1ccccc1)c1ccccc1,C1=[CH]2->[Ni]3(<-[CH](=CCC2)CC1)<-[CH]1=CCC[CH]->3=CCC1,COCCOCCOC,COCCOCCOC,COCCOCCOC,COCCOCCOC,COCCOCCOC,,,,,,FC(F)(F)c1ccc(N2CCOCC2)cc1,60.0,64800.0,4.880000114440918
FC(F)(F)c1ccc(Br)cc1,C1COCCN1,O=C([O-])[O-].[K+],CC(C)(C)n1c[n+](C(C)(C)C)c2ccccc21.[Cl-],,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,FC(F)(F)c1ccc(N2CCOCC2)cc1,30.0,64800.0,0.0
FC(F)(F)c1ccc(I)cc1,C1COCCN1,O=C([O-])[O-].[K+],Cc1cccc(C)c1NC(=O)C(=O)O,C1=[CH]2->[Ni]3(<-[CH](=CCC2)CC1)<-[CH]1=CCC[CH]->3=CCC1,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,FC(F)(F)c1ccc(N2CCOCC2)cc1,30.0,64800.0,5.010000228881836
FC(F)(F)c1ccc(I)cc1,C1COCCN1,O=P([O-])([O-])[O-].[K+],N[C@H]1CCCC[C@@H]1N,CC(=O)[O][Cu],CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,FC(F)(F)c1ccc(N2CCOCC2)cc1,80.0,64800.0,0.0
Brc1cccnc1,c1ccc(C2CCNCC2)cc1,C[Si](C)(C)[O-].[Na+],c1ccc(P(C23CC4CC(CC(C4)C2)C3)C23CC4CC(CC(C4)C2)C3)c(N2CCCCC2)c1,,COCCOCCOC,COCCOCCOC,COCCOCCOC,COCCOCCOC,COCCOCCOC,,,,,,c1ccc(C2CCN(c3cccnc3)CC2)cc1,60.0,64800.0,0.0
FC(F)(F)c1ccc(Br)cc1,C1COCCN1,CC(=O)[O-].[Cs+],O=C1C(=O)c2cccnc2-c2ncccc21,,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,FC(F)(F)c1ccc(N2CCOCC2)cc1,30.0,64800.0,0.0
Brc1cccnc1,c1ccc(C2CCNCC2)cc1,CC(C)(C)[O-].[Na+],O=C(O)C(=O)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1,[Cl][Cu],CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,c1ccc(C2CCN(c3cccnc3)CC2)cc1,30.0,64800.0,0.0
Ic1cccnc1,c1ccc(C2CCNCC2)cc1,CC(C)(C)[O-].[Na+],CC(C)(C)P(C(C)(C)C)[c]12->[Fe+2]3456789(<-[cH]([cH]->3[cH-]->41)[cH]->52)<-[c]1(-c2ccccc2)[c]->6(-c2ccccc2)[c]->7(-c2ccccc2)[c-]->8(-c2ccccc2)[c]->91-c1ccccc1,,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,c1ccc(C2CCN(c3cccnc3)CC2)cc1,60.0,64800.0,0.0
Ic1cccnc1,c1ccc(C2CCNCC2)cc1,O=C([O-])[O-].[Cs+],Cc1cc(C)c([N+]2=CN(c3c(C(C)C)cccc3C(C)C)CC2)c(C)c1.[Cl-],CC(=O)[O][Pd][O]C(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,c1ccc(C2CCN(c3cccnc3)CC2)cc1,60.0,64800.0,0.0
FC(F)(F)c1ccc(Br)cc1,C1COCCN1,CC(C)(C)[O-].[Na+],COc1cccc(OC)c1NC(=O)C(=O)O,C1=[CH]2->[Ni]3(<-[CH](=CCC2)CC1)<-[CH]1=CCC[CH]->3=CCC1,COCCOCCOC,CS(C)=O,COCCOCCOC,CS(C)=O,COCCOCCOC,CS(C)=O,COCCOCCOC,CS(C)=O,COCCOCCOC,CS(C)=O,FC(F)(F)c1ccc(N2CCOCC2)cc1,60.0,64800.0,0.0
FC(F)(F)c1ccc(Br)cc1,C1COCCN1,C[O-].[Na+],CC(C)(C)P(c1ccccc1)c1ccccc1,C=[CH](C)->[Pd]1<-[Cl][Pd](<-[Cl]1)<-[CH](=C)C,COCCOCCOC,COCCOCCOC,COCCOCCOC,COCCOCCOC,COCCOCCOC,,,,,,FC(F)(F)c1ccc(N2CCOCC2)cc1,30.0,64800.0,0.0
FC(F)(F)c1ccc(Br)cc1,C1COCCN1,O=P([O-])([O-])[O-].[K+],c1ccc(P(c2ccccc2)C2CCCCC2)cc1,[Cu][I],CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,FC(F)(F)c1ccc(N2CCOCC2)cc1,80.0,64800.0,0.0
Brc1cccnc1,c1ccc(C2CCNCC2)cc1,CC(C)(C)[O-].[K+],CC(C)(C)P(c1ccccc1-c1ccccc1)C(C)(C)C,,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,c1ccc(C2CCN(c3cccnc3)CC2)cc1,30.0,64800.0,25.49681854248047
FC(F)(F)c1ccc(Br)cc1,C1COCCN1,C[Si](C)(C)[O-].[Li+],c1ccc(-n2cccc2P(C2CCCCC2)C2CCCCC2)cc1,[Cl][Pd]([Cl])(<-[P](c1ccccc1)(c1ccccc1)c1ccccc1)<-[P](c1ccccc1)(c1ccccc1)c1ccccc1,COCCOCCOC,COCCOCCOC,COCCOCCOC,COCCOCCOC,COCCOCCOC,,,,,,FC(F)(F)c1ccc(N2CCOCC2)cc1,30.0,64800.0,0.0
FC(F)(F)c1ccc(Br)cc1,C1COCCN1,C[Si](C)(C)[O-].[Na+],CC(C)c1cccc(C(C)C)c1-n1cc[n+](-c2c(C(C)C)cccc2C(C)C)c1.[Cl-],CC(C)(C)c1ccc(C=[CH](c2ccc(C(C)(C)C)cc2)->[Ni](<-[CH](=Cc2ccc(C(C)(C)C)cc2)c2ccc(C(C)(C)C)cc2)<-[CH](=Cc2ccc(C(C)(C)C)cc2)c2ccc(C(C)(C)C)cc2)cc1,COCCOCCOC,COCCOCCOC,COCCOCCOC,COCCOCCOC,COCCOCCOC,,,,,,FC(F)(F)c1ccc(N2CCOCC2)cc1,30.0,64800.0,0.0
FC(F)(F)c1ccc(Br)cc1,C1COCCN1,C[Si](C)(C)[N-][Si](C)(C)C.[Na+],C1CCC(P(C2CCCCC2)[c]23->[Fe+2]456789%10(<-[cH]([cH]->4[cH-]->52)[cH]->63)<-[cH]2[cH]->7[cH-]->8[c]->9(P(C3CCCCC3)C3CCCCC3)[cH]->%102)CC1,CC1=CC(C)=[O]->[Ni]2([O]1)[O]C(C)=CC(C)=[O]->2,COCCOCCOC,COCCOCCOC,COCCOCCOC,COCCOCCOC,COCCOCCOC,,,,,,FC(F)(F)c1ccc(N2CCOCC2)cc1,60.0,64800.0,14.170000076293945
FC(F)(F)c1ccc(Br)cc1,C1COCCN1,CC(C)(C)[O-].[Na+],Cc1cc(C)c(-n2cc[n+](-c3c(C)cc(C)cc3C)c2)c(C)c1.[Cl-],CC(=O)[O][Cu],COCCOCCOC,CS(C)=O,COCCOCCOC,CS(C)=O,COCCOCCOC,CS(C)=O,COCCOCCOC,CS(C)=O,COCCOCCOC,CS(C)=O,FC(F)(F)c1ccc(N2CCOCC2)cc1,60.0,64800.0,1.2200000286102295
Brc1cccnc1,c1ccc(C2CCNCC2)cc1,CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,c1ccc(P(CCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,[Br][Ni][Br],CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,c1ccc(C2CCN(c3cccnc3)CC2)cc1,30.0,64800.0,0.0
FC(F)(F)c1ccc(Br)cc1,C1COCCN1,CC(C)(C)[O-].[Na+],C1CCC(P(C2CCCCC2)C2CCCCC2)CC1,C1=[CH]2->[Ni]3(<-[CH](=CCC2)CC1)<-[CH]1=CCC[CH]->3=CCC1,COCCOCCOC,COCCOCCOC,COCCOCCOC,COCCOCCOC,COCCOCCOC,,,,,,FC(F)(F)c1ccc(N2CCOCC2)cc1,60.0,64800.0,0.0
FC(F)(F)c1ccc(Br)cc1,C1COCCN1,C[Si](C)(C)[O-].[Li+],Cc1ccccc1-c1ccccc1P(C(C)(C)C)C(C)(C)C,C[O]1CC[O](C)->[Ni]<-1([Br])[Br],COCCOCCOC,COCCOCCOC,COCCOCCOC,COCCOCCOC,COCCOCCOC,,,,,,FC(F)(F)c1ccc(N2CCOCC2)cc1,30.0,64800.0,0.0
FC(F)(F)c1ccc(Br)cc1,C1COCCN1,C[Si](C)(C)[N-][Si](C)(C)C.[Li+],Cc1cc(C)c(-n2c[n+](-c3c(C)cc(C)cc3C)c(C)c2C)c(C)c1.[Cl-],CC(=O)[O][Cu],COCCOCCOC,CS(C)=O,COCCOCCOC,CS(C)=O,COCCOCCOC,CS(C)=O,COCCOCCOC,CS(C)=O,COCCOCCOC,CS(C)=O,FC(F)(F)c1ccc(N2CCOCC2)cc1,30.0,64800.0,13.84000015258789
FC(F)(F)c1ccc(Br)cc1,C1COCCN1,CC(C)(C)[O-].[K+],F[B-](F)(F)F.c1c[n+](C2CCCCC2)cn1C1CCCCC1,[Cu][I],COCCOCCOC,CS(C)=O,COCCOCCOC,CS(C)=O,COCCOCCOC,CS(C)=O,COCCOCCOC,CS(C)=O,COCCOCCOC,CS(C)=O,FC(F)(F)c1ccc(N2CCOCC2)cc1,30.0,64800.0,0.0
FC(F)(F)c1ccc(Br)cc1,C1COCCN1,CC(C)(C)[O-].[Na+],Cc1ccc(P(c2ccc(C)cc2)c2ccc(C)cc2)cc1,[Cl][Cu],CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,FC(F)(F)c1ccc(N2CCOCC2)cc1,80.0,64800.0,5.829999923706055
FC(F)(F)c1ccc(Br)cc1,C1COCCN1,CC(=O)[O-].[Cs+],CC(C)(C)P(C(C)(C)C)C(C)(C)C,[Cl][Cu],CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,FC(F)(F)c1ccc(N2CCOCC2)cc1,30.0,64800.0,0.0
Brc1cccnc1,c1ccc(C2CCNCC2)cc1,CC(C)(C)[O-].[Na+],CC1(C)c2cccc(P(c3ccccc3)c3ccccc3)c2Oc2c(P(c3ccccc3)c3ccccc3)cccc21,CC(=O)[O][Cu][O]C(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,c1ccc(C2CCN(c3cccnc3)CC2)cc1,30.0,64800.0,15.547473907470703
FC(F)(F)c1ccc(Br)cc1,C1COCCN1,C[Si](C)(C)[O-].[Na+],O=C(NCc1ccco1)C(=O)NCc1ccco1,[Cu][O][Cu],COCCOCCOC,CS(C)=O,COCCOCCOC,CS(C)=O,COCCOCCOC,CS(C)=O,COCCOCCOC,CS(C)=O,COCCOCCOC,CS(C)=O,FC(F)(F)c1ccc(N2CCOCC2)cc1,60.0,64800.0,1.4800000190734863
FC(F)(F)c1ccc(Br)cc1,C1COCCN1,CC(C)(C)[O-].[K+],Cc1ccccc1-c1ccccc1P(C(C)(C)C)C(C)(C)C,CC1=C(C)N(c2c(C(C)C)cccc2C(C)C)[CH]([Ni]2<-[CH2]=CCCC=[CH2]->2)N1c1c(C(C)C)cccc1C(C)C,COCCOCCOC,COCCOCCOC,COCCOCCOC,COCCOCCOC,COCCOCCOC,,,,,,FC(F)(F)c1ccc(N2CCOCC2)cc1,60.0,64800.0,15.789999961853027
FC(F)(F)c1ccc(I)cc1,C1COCCN1,O=C([O-])[O-].[K+],CNCC(=O)O,C1=[CH]2->[Ni]3(<-[CH](=CCC2)CC1)<-[CH]1=CCC[CH]->3=CCC1,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,FC(F)(F)c1ccc(N2CCOCC2)cc1,80.0,64800.0,0.0
Ic1cccnc1,c1ccc(C2CCNCC2)cc1,O=P([O-])([O-])[O-].[K+],[Cl-].c1ccc2c(c1)n(C13CC4CC(CC(C4)C1)C3)c[n+]2C12CC3CC(CC(C3)C1)C2,,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,c1ccc(C2CCN(c3cccnc3)CC2)cc1,30.0,64800.0,0.0
FC(F)(F)c1ccc(Br)cc1,C1COCCN1,CC(=O)[O-].[Cs+],CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,FC(F)(F)c1ccc(N2CCOCC2)cc1,60.0,64800.0,0.0
FC(F)(F)c1ccc(I)cc1,C1COCCN1,CC(C)(C)[O-].[Na+],COc1cccc(OC)c1NC(=O)C(=O)O,CC(C)c1cccc(C(C)C)c1N1C=CN(c2c(C(C)C)cccc2C(C)C)[CH]1[Cu][Cl],CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,FC(F)(F)c1ccc(N2CCOCC2)cc1,30.0,64800.0,0.0
FC(F)(F)c1ccc(Br)cc1,C1COCCN1,CC(C)(C)[O-].[Na+],c1ccc(-c2cccc(-c3ccccn3)n2)nc1,,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,FC(F)(F)c1ccc(N2CCOCC2)cc1,30.0,64800.0,0.0
Brc1cccnc1,c1ccc(C2CCNCC2)cc1,CC(C)(C)[O-].[Na+],CNC1CCCCC1NC,C[O]1CC[O](C)->[Ni]<-1([Br])[Br],CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,c1ccc(C2CCN(c3cccnc3)CC2)cc1,60.0,64800.0,21.50432777404785
FC(F)(F)c1ccc(Br)cc1,C1COCCN1,C[Si](C)(C)[O-].[Na+],COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,C1=[CH]2->[Ni]3(<-[CH](=CCC2)CC1)<-[CH]1=CCC[CH]->3=CCC1,COCCOCCOC,COCCOCCOC,COCCOCCOC,COCCOCCOC,COCCOCCOC,,,,,,FC(F)(F)c1ccc(N2CCOCC2)cc1,60.0,64800.0,0.0
Brc1cccnc1,c1ccc(C2CCNCC2)cc1,CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,,[Cl][Cu],CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,c1ccc(C2CCN(c3cccnc3)CC2)cc1,30.0,64800.0,0.0
FC(F)(F)c1ccc(Br)cc1,C1COCCN1,CC(C)(C)[O-].[Na+],CC(C)(C)c1cc(P(c2cc(C(C)(C)C)cc(C(C)(C)C)c2)C2CCCC2)cc(C(C)(C)C)c1,C[CH](=Cc1ccccc1)->[Pd]1<-[Cl][Pd](<-[Cl]1)<-[CH](C)=Cc1ccccc1,COCCOCCOC,COCCOCCOC,COCCOCCOC,COCCOCCOC,COCCOCCOC,,,,,,FC(F)(F)c1ccc(N2CCOCC2)cc1,60.0,64800.0,4.039999961853027
FC(F)(F)c1ccc(Br)cc1,C1COCCN1,C[Si](C)(C)[O-].[Na+],[Cl-].c1ccc2c(c1)n(C13CC4CC(CC(C4)C1)C3)c[n+]2C12CC3CC(CC(C3)C1)C2,O=S1C(c2ccccc2)=[C]2(c3ccccc3)->[Ni]3(<-[CH]4=CCC[CH]->3=CCC4)<-[C]1(c1ccccc1)=C2c1ccccc1,COCCOCCOC,COCCOCCOC,COCCOCCOC,COCCOCCOC,COCCOCCOC,,,,,,FC(F)(F)c1ccc(N2CCOCC2)cc1,60.0,64800.0,0.0
Brc1cccnc1,c1ccc(C2CCNCC2)cc1,CN1CCCN2CCCN=C12,CC(C)c1cccc(C(C)C)c1-n1cc[n+](-c2c(C(C)C)cccc2C(C)C)c1.[Cl-],CC1=CC(C)=[O]->[Ni]2([O]1)[O]C(C)=CC(C)=[O]->2,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,c1ccc(C2CCN(c3cccnc3)CC2)cc1,30.0,64800.0,0.0
FC(F)(F)c1ccc(I)cc1,C1COCCN1,CC(C)(C)[O-].[K+],O=C(NCc1ccccc1)C(=O)NCc1ccccc1,[Cu][Br],CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,FC(F)(F)c1ccc(N2CCOCC2)cc1,80.0,64800.0,3.497971773147583
Brc1cccnc1,c1ccc(C2CCNCC2)cc1,CC(C)(C)[O-].[Na+],c1cnc2c(c1)ccc1cccnc12,,COCCOCCOC,COCCOCCOC,COCCOCCOC,COCCOCCOC,COCCOCCOC,,,,,,c1ccc(C2CCN(c3cccnc3)CC2)cc1,30.0,64800.0,0.0
Brc1cccnc1,c1ccc(C2CCNCC2)cc1,CC(C)(C)[O-].[Na+],CC(C)(C)P(C(C)(C)C)[c]12->[Fe+2]3456789(<-[cH]([cH]->3[cH-]->41)[cH]->52)<-[c]1(-c2ccccc2)[c]->6(-c2ccccc2)[c]->7(-c2ccccc2)[c-]->8(-c2ccccc2)[c]->91-c1ccccc1,C[O]1CC[O](C)->[Ni]<-1([Br])[Br],COCCOCCOC,COCCOCCOC,COCCOCCOC,COCCOCCOC,COCCOCCOC,,,,,,c1ccc(C2CCN(c3cccnc3)CC2)cc1,30.0,64800.0,2.480841636657715
Brc1cccnc1,c1ccc(C2CCNCC2)cc1,C1CCC2=NCCCN2CC1,O=C(N[C@@H]1CCCC[C@H]1NC(=O)c1ccccn1)c1ccccn1,CC(C)(C)c1ccc(C=[CH](c2ccc(C(C)(C)C)cc2)->[Ni](<-[CH](=Cc2ccc(C(C)(C)C)cc2)c2ccc(C(C)(C)C)cc2)<-[CH](=Cc2ccc(C(C)(C)C)cc2)c2ccc(C(C)(C)C)cc2)cc1,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,c1ccc(C2CCN(c3cccnc3)CC2)cc1,30.0,64800.0,0.0
FC(F)(F)c1ccc(Br)cc1,C1COCCN1,C[Si](C)(C)[N-][Si](C)(C)C.[Li+],Cc1cc(C)c(N2C=[N+](c3c(C)cc(C)cc3C)CC2)c(C)c1.[Cl-],[Cu][I],COCCOCCOC,CS(C)=O,COCCOCCOC,CS(C)=O,COCCOCCOC,CS(C)=O,COCCOCCOC,CS(C)=O,COCCOCCOC,CS(C)=O,FC(F)(F)c1ccc(N2CCOCC2)cc1,60.0,64800.0,0.0
Brc1cccnc1,c1ccc(C2CCNCC2)cc1,C[Si](C)(C)[O-].[Na+],CC(C)C(=O)C1CCCCC1=O,CC1=CC(C)=[O]->[Ni]2([O]1)[O]C(C)=CC(C)=[O]->2,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,CS(C)=O,,,,,,c1ccc(C2CCN(c3cccnc3)CC2)cc1,60.0,64800.0,0.0
