reactant-1,reactant-2,reactant-3,reagent-1,reagent-2,reagent-3,reagent-4,reagent-5,catalyst-1,catalyst-2,solvent-1,solvent-2,product,lc_area_percent
Brc1ccc2ncccc2c1,O=S([O-])C1CC1.[Na+],,O=C([O-])[O-].[K+].[K+],,,,,COCCOC.[Cl][Ni][Cl],c1ccc(P(c2ccccc2)c2ccc3ccccc3c2-c2c(P(c3ccccc3)c3ccccc3)ccc3ccccc23)cc1,C1COCCO1,,c1cnc2ccc(C3CC3)cc2c1,0.0
Brc1cnsc1,CC(C)(C)OC(N)=O,,C[Si](C)(C)[N-][Si](C)(C)C.[Li+],,,,,CC(=O)[O][Pd][O]C(C)=O,CC(C)(C)P(c1ccnn1-c1c(-c2ccccc2)nn(-c2ccccc2)c1-c1ccccc1)C(C)(C)C,CCC(C)(C)O,,CC(C)(C)OC(=O)Nc1cnsc1,2.0
Cc1nc2ccccc2o1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,,,,,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[O+]1[Ir-]2[O+](C)[Ir-]12,ON=C1CCCc2cccnc21,C1CCOC1,,Cc1nc2cccc(B3OC(C)(C)C(C)(C)O3)c2o1,22.0
CC1=C(c2ccc(OC3CCCCO3)cc2)C(c2ccc(I)cc2)Oc2ccc(OC3CCCCO3)cc21,C[C@@H]1CCN([C@@H](C)CO)C1,,CC(C)(C)[O-].[Li+],,,,,CC(=O)[O][Pd][O]C(C)=O,C1CCCC1.C[C@H](C1CCCC1P(C1CCCCC1)C1CCCCC1)P(C(C)(C)C)C(C)(C)C.[Fe],C1CCOC1,,CC1=C(c2ccc(OC3CCCCO3)cc2)C(c2ccc(OC[C@H](C)N3CC[C@@H](C)C3)cc2)Oc2ccc(OC3CCCCO3)cc21,0.0
O=C([C@@H]1CCCN(c2ccc3nc(C4(n5cc(Cl)cn5)CC4)[nH]c3n2)C1)N1CCCC1,,,CC(C)(OO)c1ccccc1,c1c[nH]cn1,O=CO,c1c[nH]cn1,O=CO,Fc1c(F)c(F)c(C2=C3C=CC(=N3)C(c3c(F)c(F)c(F)c(F)c3F)=c3ccc4[n]3[Fe]([Cl])[n]3c2ccc3C(c2c(F)c(F)c(F)c(F)c2F)=C2C=CC(=N2)C=4c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,,CO,ClCCCl,O=C([C@@H]1CCCN(c2cc(O)c3nc(C4(n5cc(Cl)cn5)CC4)[nH]c3n2)C1)N1CCCC1,11.0
OCc1cc(-c2cc(Cl)ccc2O)ccn1,OB(O)c1cccc(C(F)(F)F)c1,,[Cs+].[F-],O,,,,CC(=O)[O][Pd][O]C(C)=O,CCCCP([C@]12C[C@@H]3C[C@H](C[C@@H](C3)C1)C2)[C@]12C[C@H]3C[C@@H](C[C@H](C3)C1)C2,CC1CCOCC1,,OCc1cc(-c2cc(-c3cccc(C(F)(F)F)c3)ccc2O)ccn1,63.0
Cc1nc(N)nc2c1cc(Br)c(=O)n2C(C)C,N,,CCN(C(C)C)C(C)C,,,,,CC(=O)[O][Pd][O]C(C)=O,c1ccc(P(CCCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,CC#N,,Cc1nc(N)nc2c1cc(C(N)=O)c(=O)n2C(C)C,5.0
CC(C)(C)C(=O)ONC(=O)c1cc(F)ccc1OCc1ccccc1,C=CC,,O=C([O-])O.[Na+],,,,,CC1C(C)C(C)C(C)C1C.CC1C(C)C(C)C(C)C1C.[Cl][Rh][Cl].[Cl][Rh][Cl],,CC(=O)OC(C)C,,CC1CNC(=O)c2c(OCc3ccccc3)ccc(F)c21,0.0
Brc1ccc2ncccc2c1,O=S([O-])C1CC1.[Na+],,O=C([O-])[O-].[K+].[K+],,,,,COCCOC.[Cl][Ni][Cl],CC(C)(C)P(CCCCCP(C(C)(C)C)C(C)(C)C)C(C)(C)C,C1COCCO1,,c1cnc2ccc(C3CC3)cc2c1,0.0
CC(=O)OC[C@]1(O)C[C@@H](N2C(=O)c3ccccc3C2=O)[C@@H]2OC(C)(C)O[C@@H]21,[Cs+].[F-],,,,,,,,,ClCCl,,CC(=O)OC[C@@]1(F)C[C@@H](N2C(=O)c3ccccc3C2=O)[C@@H]2OC(C)(C)O[C@@H]21,0.0
CC(C)(C)OC(=O)N1CCC[C@@H](N(C(=O)c2ccc(Br)cc2)c2ncccc2Cl)C1,c1cnc2ccnn2c1,O,CC(=O)[O-].[K+],,,,,,Cc1ccc(P(c2ccc(C)o2)C2CCCC2)o1.Cc1ccc(P(c2ccc(C)o2)C2CCCC2)o1.[Fe],CCC(C)(C)O,,CC(C)(C)OC(=O)N1CCC[C@@H](N(C(=O)c2ccc(-c3cnn4cccnc34)cc2)c2ncccc2Cl)C1,0.0
ClCCc1c(Cl)nc(N2CCOCC2)nc1Cl,CC1(C)OB(c2cnc(N)nc2)OC1(C)C,,O=C([O-])O.[Na+],O,,,,[Pd].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1,,CC#N,,Nc1ncc(-c2nc(N3CCOCC3)nc(Cl)c2CCCl)cn1,70.0
Clc1ncc(Cl)c(Cl)n1,CC(C)(C)OC(=O)N1CCCC1[B-](F)(F)F.[K+],,[Cs+].[F-],O,,,,,,C1CCOC1,,CC(C)(C)OC(=O)N1CCCC1c1nc(Cl)ncc1Cl,0.0
O=C(Cc1ccccc1)Nc1ccc(Br)nn1,C=CCCc1nnc(NC(=O)Cc2ccccn2)s1,B1[C@H]2CCC[C@@H]1CCC2,[Cs+].[F-],O,,,,CN(C)c1ccc(P(C(C)(C)C)C(C)(C)C)cc1.CN(C)c1ccc(P(C(C)(C)C)C(C)(C)C)cc1.[Cl][Pd][Cl],,Cc1ccccc1,,O=C(Cc1ccccc1)Nc1ccc(CCCCc2nnc(NC(=O)Cc3ccccn3)s2)nn1,0.0
O=C(Cc1ccccc1)Nc1ccc(Br)nn1,C=CCCc1nnc(NC(=O)Cc2ccccn2)s1,B1[C@H]2CCC[C@@H]1CCC2,O=C([O-])O.[Na+],O,,,,CN(C)c1ccc(P(C(C)(C)C)C(C)(C)C)cc1.Nc1ccccc1-c1cccc[c]1[Pd][Cl],,C1CCOC1,,O=C(Cc1ccccc1)Nc1ccc(CCCCc2nnc(NC(=O)Cc3ccccn3)s2)nn1,0.0
C[C@]1(N2CCc3c(-c4cnc(N)nc4)nc(N4CCOCC4)nc32)CCN(Cc2ccccc2)C1,,,Cl,,,,,[Ni],,CO,O,CC1(N2CCc3c(-c4cnc(N)nc4)nc(N4CCOCC4)nc32)CCNC1,0.0
Cc1nn(C)cc1C1=NCCC1,,,Cl,,,,,,,CO,,Cc1nn(C)cc1C1CCCN1,0.0
Cn1nc(N)cc1B1OC(C)(C)C(C)(C)O1,Brc1ccc2ncccc2c1,,[Na+].[OH-],O,,,,C1CCC(P(C2CCCCC2)C2CCCCC2)CC1.C1CCC(P(C2CCCCC2)C2CCCCC2)CC1.[Cl][Pd][Cl],,CO,,Cn1nc(N)cc1-c1ccc2ncccc2c1,72.0
CC(C)(C)OC(=O)N1CC[C@H]2O[C@H]2C1,NCc1ccccc1,,[Cl][Yb]([Cl])[Cl],,,,,,,CC#N,,CC(C)(C)OC(=O)N1CC[C@@H](NCc2ccccc2)[C@H](O)C1,0.0
O=[N+]([O-])c1cc(C(F)(F)F)ccc1F,Cc1cc(C)nc(N)n1,,[Cs+].[F-],,,,,,,Cc1ccccc1,,Cc1cc(C)nc(Nc2ccc(C(F)(F)F)cc2[N+](=O)[O-])n1,0.0
CC(=O)O[C@@H]1O[C@H](COC(=O)c2ccccc2)[C@@H](OC(=O)c2ccccc2)[C@H]1OC(=O)c1ccccc1,COC(=O)c1cscc1NC=O,,[I-].[Li+],,,,,,,ClCCl,,COC(=O)c1csc([C@@H]2O[C@H](COC(=O)c3ccccc3)[C@@H](OC(=O)c3ccccc3)[C@H]2OC(=O)c2ccccc2)c1NC=O,0.0
Cc1cc2c(cc1B1OC(C)(C)C(C)(C)O1)C(=O)N([C@H]1CCOC[C@@H]1O)CC2,Cc1nc(-c2ccc(CCl)cc2)co1,,O=C([O-])O.[Na+],O,,,,[Pd].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1,,CN(C)C=O,,Cc1nc(-c2ccc(Cc3cc4c(cc3C)CCN([C@H]3CCOC[C@@H]3O)C4=O)cc2)co1,95.0
COC(=O)[C@@H]1NS(=O)(=O)c2ccc(Br)cc21,CC(C)(C)OC(=O)n1cc(B2OC(C)(C)C(C)(C)O2)c2ccc(F)cc21,,[Cs+].[F-],,,,,C1CCC(P(C2CCCCC2)C2CCCCC2)CC1.C1CCC(P(C2CCCCC2)C2CCCCC2)CC1.[Cl][Pd][Cl],,CO,,COC(=O)C1NS(=O)(=O)c2ccc(-c3cn(C(=O)OC(C)(C)C)c4cc(F)ccc34)cc21,31.0
Nc1nc2[nH]ccc2c2nc(-c3ccco3)nn12,CC1CO1,,O.[Cs+].[OH-],,,,,,,C1CCOC1,,CC(O)Cn1ccc2c1nc(N)n1nc(-c3ccco3)nc21,1.0
C=C(c1ccccc1)c1cc(Cl)nnc1N,,,,,,,,C1=CCCC=CCC1.C1=CCCC=CCC1.O=S(=O)([O-])C(F)(F)F.[Rh+],C1CCCC1.CN(C)[C@@H](c1ccccc1P(C1CCCCC1)C1CCCCC1)C1CCCC1P(C1CCCCC1)C1CCCCC1.[Fe],ClCCCl,,CC(c1ccccc1)c1cc(Cl)nnc1N,9.0
COc1ccnc2[nH]ccc12,CC(C)(C)OC(=O)N1CCC(=O)CC1,,[Na+].[OH-],,,,,,,CCC(C)O,,COc1ccnc2[nH]cc(C3=CCN(C(=O)OC(C)(C)C)CC3)c12,0.0
Cc1cccnc1N(C(=O)c1ccc(B2OC(C)(C)C(C)(C)O2)cc1)[C@@H]1CCCN(C(=O)OC(C)(C)C)C1,CCOC(=O)O[C@H](C)n1nnc(-c2c(I)cnn2C)n1,,[Cs+].[F-],O,,,,ClCCl.[Cl][Pd][Cl].[Fe].c1ccc(P(c2ccccc2)C2CCCC2)cc1.c1ccc(P(c2ccccc2)C2CCCC2)cc1,,CO,,CCOC(=O)O[C@H](C)n1nnc(-c2c(-c3ccc(C(=O)N(c4ncccc4C)[C@@H]4CCCN(C(=O)OC(C)(C)C)C4)cc3)cnn2C)n1,0.0
Cc1ccnc2ccccc12,BrC1CCCCC1,O=C(O)C(F)(F)F,,,,,,Fc1cc(F)c(-c2ccccn2)[c]([Ir]([c]2cc(F)cc(F)c2-c2ccccn2)[c]2cc(F)cc(F)c2-c2ccccn2)c1,,CS(C)=O,,Cc1cc(C2CCCCC2)nc2ccccc12,0.0
CC(C)(C)OC(=O)N1CCC[C@@H](N(C(=O)c2ccc(Br)c(I)c2)c2ncccc2Cl)C1,[F-].[K+],[F][Ag],,,,,,C1CCC(P(C2CCCCC2)N2CCCCC2)CC1.C1CCC(P(C2CCCCC2)N2CCCCC2)CC1.[Cl][Pd][Cl],,CC1CCCO1,,CC(C)(C)OC(=O)N1CCC[C@@H](N(C(=O)c2ccc(Br)c(F)c2)c2ncccc2Cl)C1,0.0
C=C1[C@@](C)(c2nc(NC(=O)c3ccc(OC(F)F)cn3)cs2)N=C(NC(=O)OC(C)(C)C)N(C)S1(=O)=O,,,CCN(C(C)C)C(C)C,,,,,,,CO,,C[C@H]1[C@@](C)(c2nc(NC(=O)c3ccc(OC(F)F)cn3)cs2)N=C(NC(=O)OC(C)(C)C)N(C)S1(=O)=O,100.0
Brc1ccc2ncccc2c1,COc1ccc([S@](=O)O)cn1,,O=C([O-])[O-].[Cs+].[Cs+],CCCC[N+](CCCC)(CCCC)CCCC.[Br-],CCCC[N+](CCCC)(CCCC)CCCC.[Br-],,,CC(=O)[O][Pd][O]C(C)=O,C1CCC(P(C2CCCCC2)C2CCCCC2)CC1,CCC(C)(C)O,,COc1ccc(-c2ccc3ncccc3c2)cn1,34.0
Fc1c(Cl)nc(N2CCOCC2)nc1Cl,CC(C)(C)OC(=O)N1CC[C@](N)(CO)C1,,CN(C)c1cccc2cccc(N(C)C)c12,,,,,,,CS(C)=O,,CC(C)(C)OC(=O)N1CCC(CO)(Nc2nc(N3CCOCC3)nc(Cl)c2F)C1,28.0
CC1=C(c2ccc(OC3CCCCO3)cc2)C(c2ccc(I)cc2)Oc2ccc(OC3CCCCO3)cc21,C[C@@H]1CCN([C@@H](C)CO)C1,,O=P([O-])([O-])[O-].[K+].[K+].[K+],,,,,[Cu][I],Cc1c(C)c(NC(=O)C(=O)O)c(C)c(C)c1NC(=O)C(=O)O,CC(=O)N(C)C,,CC1=C(c2ccc(OC3CCCCO3)cc2)C(c2ccc(OC[C@H](C)N3CC[C@@H](C)C3)cc2)Oc2ccc(OC3CCCCO3)cc21,0.0
Clc1ccc2ncccc2c1,COc1ccc([S@](=O)O)cn1,,O=C([O-])[O-].[K+].[K+],CCCC[N+](CCCC)(CCCC)CCCC.[Br-],CCCC[N+](CCCC)(CCCC)CCCC.[Br-],,,CCCCCCCCCCc1ccc(NC(=O)C2CS(=O)(=O)c3ccccc3C2=O)cc1,CC(C)(C)P(CCCCCP(C(C)(C)C)C(C)(C)C)C(C)(C)C,C1COCCO1,,COc1ccc(-c2ccc3ncccc3c2)cn1,0.0
Cc1cc(C)c(CN2CCc3c(Cl)cc(C(=O)[C@@H]4CCOC4)c(Cl)c3C2=O)c(OCc2ccccc2)n1,,,,,,,,,,CO,,Cc1cc(C)c(CN2CCc3c(Cl)cc(C(=O)[C@@H]4CCOC4)c(Cl)c3C2=O)c(OCc2ccccc2)n1,21.0
Cc1ccnc(-c2ccn(C)n2)c1,,,CCN(C(C)C)C(C)C,,,,,,,CC(C)O,O,CC1CCNC(c2ccn(C)n2)C1,2.0
CC1=C(c2ccccc2)CC1=O,,,,,,,,C1=CCCC=CCC1.C=C(C)[CH2][Ru][CH2]C(=C)C,C1CCCC1.COc1c(C)cc(P(c2cc(C)c(OC)c(C)c2)c2ccccc2C2CCCC2[C@H](C)P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc1C.[Fe],ClCCCl,,CC1C(=O)CC1c1ccccc1,0.0
Clc1cc2c(cnn2[C@H]2CCCCO2)c(Cl)n1,CN(c1ccccc1CN)S(C)(=O)=O,,CN(C)C(=NC(C)(C)C)N(C)C,,,,,,,CCC(C)(C)O,,CN(c1ccccc1CNc1nc(Cl)cc2c1cnn2C1CCCCO1)S(C)(=O)=O,7.0
CCOC(=O)n1cnnn1,CC=O,,COc1ccncc1,,,,,,,ClCCCl,,CCOC(=O)OC(C)n1cnnn1,2.0
Cc1cnc(C(=O)N[C@H]2CCOC[C@@H]2O)cc1Cc1ccc(-c2cscn2)cc1,,,O=Ic1ccccc1,,,,,Clc1cccc(Cl)c1C1=C2C=CC(=N2)C(c2c(Cl)cccc2Cl)=c2ccc3[n]2[Co][n]2c1ccc2C(c1c(Cl)cccc1Cl)=C1C=CC(=N1)C=3c1c(Cl)cccc1Cl,,CC#N,ClCCCl,Cc1cnc(C(=O)N[C@H]2CCOC[C@@H]2O)cc1C(=O)c1ccc(-c2cscn2)cc1,0.0
ClCCc1c(Cl)nc(N2CCOCC2)nc1Cl,CC1(C)OB(c2cnc(N)nc2)OC1(C)C,,[Cs+].[F-],O,,,,[Pd].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1,,CO,,Nc1ncc(-c2nc(N3CCOCC3)nc(Cl)c2CCCl)cn1,47.0
O=C1NCCc2c(Br)cc(I)c(Cl)c21,Cc1cn(C)nn1,,O=C([O-])O.[Na+],,,,,CC(=O)[O][Pd][O]C(C)=O,CC1(C)c2cccc(P(c3ccccc3)c3ccccc3)c2Oc2c(P(c3ccccc3)c3ccccc3)cccc21,CC(=O)N(C)C,,Cc1nnn(C)c1-c1cc(Br)c2c(c1Cl)C(=O)NCC2,2.0
COc1cc(Br)c(Br)nc1N,CN(Cc1nn(C)c(C#N)[c]1[Sn]([CH3])([CH3])[CH3])C(=O)OC(C)(C)C,,,,,,,CN(C)c1ccc(P(C(C)(C)C)C(C)(C)C)cc1.CN(C)c1ccc(P(C(C)(C)C)C(C)(C)C)cc1.[Cl][Pd][Cl],,CN(C)C=O,,COc1cc(Br)c(-c2c(CN(C)C(=O)OC(C)(C)C)nn(C)c2C#N)nc1N,0.0
COc1cc(C)nc(OCc2ccccc2)c1CN1CCc2c(C)cc(I)c(Cl)c2C1=O,Cc1cn(C)nn1,,[Cl-].[Cu+],,,,,CC(C)(C)P(C(C)(C)C)C(C)(C)C.Nc1ccccc1-c1cccc[c]1[Pd][Cl],,C1CCOC1,,Cc1cc(C)c(CN2CCc3c(Br)cc(-c4c(C)nnn4C)c(Cl)c3C2=O)c(OCc2ccccc2)n1,1.0
Brc1nnnn1Cc1ccccc1,Cn1nccc1B1OC(C)(C)C(C)(C)O1,,[Cs+].[F-],,,,,CN(C)c1ccc(P(C(C)(C)C)C(C)(C)C)cc1.CN(C)c1ccc(P(C(C)(C)C)C(C)(C)C)cc1.[Cl][Pd][Cl],,CO,,Cn1nccc1-c1nnnn1Cc1ccccc1,7.0
CC(C)(C)C(=O)ONC(=O)c1cc(F)ccc1OCc1ccccc1,C=CC,,CC(=O)[O-].[Cs+],,,,,CC1C(C)C(C)C(C)C1C.CC1C(C)C(C)C(C)C1C.[Cl][Rh][Cl].[Cl][Rh][Cl],,CC1CCCO1,,CC1CNC(=O)c2c(OCc3ccccc3)ccc(F)c21,0.0
Cn1ncc(I)c1-c1nn[nH]n1,CCOC(=O)OC(C)Cl,,CCCC[N+](CCCC)(CCCC)CCCC.[F-],,,,,,,CC(=O)N(C)C,,CCOC(=O)OC(C)n1nnnc1-c1c(I)cnn1C,0.0
O=Cc1ccc(F)cc1Cl,c1c[nH]nn1,,CCCC[N+](CCCC)(CCCC)CCCC.[F-],,,,,,,Cc1ccccc1,,O=Cc1ccc(-n2nccn2)cc1Cl,17.0
Clc1ncnc2[nH]cc(I)c12,N#Cc1cccc(B(O)O)c1,,O=C([O-])O.[Na+],O,,,,CC(=O)[O][Pd][O]C(C)=O,C1CCC(P(C2CCCCC2)C2CCCCC2)CC1,C1CCOC1,,N#Cc1cccc(-c2c[nH]c3ncnc(Cl)c23)c1,2.0
CC(C)(N)C(=O)N1CC[C@](C)(N2CCc3c(-c4cnc(N)nc4)nc(N4CCOCC4)nc32)C1,CS(=O)(=O)O,,,,,,,,,CCO,,CC(C)(N)C(=O)N1CC[C@](C)(N2CCc3c(-c4cnc(N)nc4)nc(N4CCOCC4)nc32)C1,50.0
CC(C)(C)OC(=O)N1CC[C@H]2O[C@H]2C1,NCc1ccccc1,,[Cl][Ti]([Cl])[Cl],,,,,,,CCO,,CC(C)(C)OC(=O)N1CC[C@@H](NCc2ccccc2)[C@H](O)C1,0.0
Cc1nc2cccc(B3OC(C)(C)C(C)(C)O3)c2o1,CI,,[Cs+].[F-],O,,,,CC(=O)[O][Pd][O]C(C)=O,CCCCP([C@]12C[C@@H]3C[C@H](C[C@@H](C3)C1)C2)[C@]12C[C@H]3C[C@@H](C[C@H](C3)C1)C2,C1CCOC1,,Cc1nc2cccc(C)c2o1,93.0
Clc1cc(Cl)nc(N2CCOCC2)n1,CC(C)(C)OC(=O)N1CC[C@]2(COC(=O)N2)C1,,CCC(C)(C)[O-].[K+],,,,,,,CC(=O)N(C)C,,CC(C)(C)OC(=O)N1CCC(CO)(Nc2cc(Cl)nc(N3CCOCC3)n2)C1,2.0
C1CC2OC2CO1,NCc1ccccc1,,O=S(=O)([O-])C(F)(F)F.[Li+],,,,,,,ClCCl,,O[C@H]1COCC[C@@H]1NCc1ccccc1,69.0
CC1(C)O[C@@H]2[C@H](O1)[C@@H](C(=O)c1ccc(F)c(F)c1)O[C@H]2n1cc(F)c2c(Cl)ncnc21,,,CCN(C(C)C)C(C)C,,,,,,,CC(=O)O,,CC1(C)O[C@H]2[C@@H](O1)[C@H](n1cc(F)c3c(Cl)ncnc31)O[C@@H]2[C@H](O)c1ccc(F)c(F)c1,0.0
COC(=O)[C@H]1C[C@@H](O)CN(C(=O)OCc2ccccc2)C1,CI,,C[Si](C)(C)[N-][Si](C)(C)C.[Na+],,,,,,,C1COCCO1,,COC(=O)[C@H]1C[C@@H](OC)CN(C(=O)OCc2ccccc2)C1,0.0
COc1cc(C(=O)OCS(=O)(=O)Cc2ccccc2)cc(OC)c1OC,Cc1cncc(Br)c1,,O=C([O-])O.[K+],CCC(C)(C)[O-].[K+],,,,C=C[CH2][Pd][Cl].C=C[CH2][Pd][Cl],COc1ccc(OC)c(P(C(C)(C)C)C(C)(C)C)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CS(C)=O,,Cc1cncc(Cc2ccccc2)c1,8.0
Clc1cc2c(cnn2[C@H]2CCCCO2)c(Cl)n1,CN(c1ccccc1CN)S(C)(=O)=O,,CC(=O)[O-].[Li+],,,,,,,CC#N,,CN(c1ccccc1CNc1nc(Cl)cc2c1cnn2C1CCCCO1)S(C)(=O)=O,4.0
Cn1cc(-c2cn3nc(C(=O)O)cc3c(O)n2)cn1,CC1(C)[C@H]2CC[C@]1(CS(=O)(=O)O)C(=O)C2,,,,,,,,,CC(=O)N(C)C,,Cn1cc(-c2cn3nccc3c(O)n2)cn1,0.0
CC(C)(C)OC(=O)N1CC=CC1=O,COc1ncccc1Br,,CN(C1CCCCC1)C1CCCCC1,,,,,CC(=O)[O][Pd][O]C(C)=O,,CC#N,,COc1ncccc1C1=CC(=O)N(C(=O)OC(C)(C)C)C1,0.0
Cc1cc(C)c(CN2CCc3c(Br)cc(I)c(Cl)c3C2=O)c(OCc2ccccc2)n1,Cc1cn(C)nn1,,O=C([O-])[O-].[Cs+].[Cs+],O,,,,,,CCC(C)(C)O,,Cc1cc(C)c(CN2CCc3c(Br)cc(-c4c(C)nnn4C)c(Cl)c3C2=O)c(OCc2ccccc2)n1,0.0
CC1=C(c2ccc(OC3CCCCO3)cc2)C(c2ccc(I)cc2)Oc2ccc(OC3CCCCO3)cc21,C[C@@H]1CCN([C@@H](C)CO)C1,,CC(C)(C)[O-].[Li+],,,,,,,CCC(C)(C)O,,CC1=C(c2ccc(OC3CCCCO3)cc2)C(c2ccc(OC[C@H](C)N3CC[C@@H](C)C3)cc2)Oc2ccc(OC3CCCCO3)cc21,0.0
Cc1ccc(-c2cnccn2)cc1,F[B-](F)(F)F.F[B-](F)(F)F.F[N+]12CC[N+](CCl)(CC1)CC2,,,O=[N+]([O-])[O-].[Ag+],,,,,,CC#N,,FCc1ccc(-c2cnccn2)cc1,56.0
CCOC(=O)c1c[nH]nc1O,Brc1ccc2ncccc2c1,,O=C([O-])[O-].[Cs+].[Cs+],,,,,COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C.CS(=O)(=O)[O-].Nc1ccccc1-c1cccc[c]1[Pd+],,CCC(C)(C)O,,CCOC(=O)c1cn(-c2ccc3ncccc3c2)nc1O,0.0
Cc1ccc2c(cnn2[C@H]2CCCCO2)c1C1=Cc2ncnc(N3CCN(C(=O)OC(C)(C)C)CC3)c2CC1,,,,,,,,,,OCC(F)(F)F,,Cc1ccc2c(cnn2C2CCCCO2)c1C1CCc2c(ncnc2N2CCN(C(=O)OC(C)(C)C)CC2)C1,93.0
CS(=O)(=O)N1CC[C@H]2O[C@@H]2C1,[NH4+].[OH-],,[Na+][I-],,,,,,,ClCCCl,,CS(=O)(=O)N1CC[C@H](O)[C@@H](N)C1,0.0
Fc1c(Cl)cccc1Br,CC(C#N)C(=O)[O][K],,,,,,,C=C[CH2][Pd][Cl].C=C[CH2][Pd][Cl],CC(C)(C)P(C(C)(C)C)C(C)(C)C,Cc1ccccc1,,C[C@@H](C#N)c1cccc(Cl)c1F,0.0
CCOC(=O)c1c[nH]nc1O,,,CCN(C(C)C)C(C)C,CC(=O)[O-].CC(=O)[O-].[Cu+2],,,,,,ClCCCl,,CCOC(=O)c1cn(-c2ccc(Cl)cc2)nc1O,0.0
CC(=O)ONC(=O)c1cccc(Br)c1Cl,C=C,,O=P([O-])(O)O.[K+],,,,,CC1C(C)C(C)C(C)C1C.CC1C(C)C(C)C(C)C1C.[Cl][Rh][Cl].[Cl][Rh][Cl],,Cc1ccccc1,,O=C1NCCc2ccc(Br)c(Cl)c21,2.0
Cc1cc(C)c(CN2CCc3c(Cl)cc(Br)c(Cl)c3C2=O)c(OCc2ccccc2)n1,CC(C)(C)OC(=O)N1CCN(C[B-](F)(F)F)CC1.[K+],,[Cs+].[F-],O,,,,[Pd].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1,,Cc1ccccc1,,Cc1cc(C)c(CN2CCc3c(Cl)cc(CN4CCN(C(=O)OC(C)(C)C)CC4)c(Cl)c3C2=O)c(OCc2ccccc2)n1,46.0
CC(C)(C)OC(=O)N1CCc2cc(Br)cc(OCc3ccccc3)c2C1,O=CN1C(=O)c2ccccc2S1(=O)=O,CC[Si](CC)CC,O=C([O-])[O-].[K+].[K+],,,,,,,CN1CCCC1=O,,CC(C)(C)OC(=O)N1CCc2cc(C=O)cc(OCc3ccccc3)c2C1,11.0
Cc1cc(C)c(CN2CCc3c(Br)cc(I)c(Cl)c3C2=O)c(OCc2ccccc2)n1,Cc1cn(C)nn1,,CCN(C(C)C)C(C)C,O,,,,CC(=O)[O][Pd][O]C(C)=O,CC1(C)c2cccc(P(c3ccccc3)c3ccccc3)c2Oc2c(P(c3ccccc3)c3ccccc3)cccc21,CCC(C)(C)O,,Cc1cc(C)c(CN2CCc3c(Br)cc(-c4c(C)nnn4C)c(Cl)c3C2=O)c(OCc2ccccc2)n1,0.0
OCc1cc(-c2cc(Cl)ccc2O)ccn1,OB(O)c1cccc(C(F)(F)F)c1,,[Cs+].[F-],O,,,,C1CCC(P(C2CCCCC2)C2CCCCC2)CC1.C1CCC(P(C2CCCCC2)C2CCCCC2)CC1.[Cl][Pd][Cl],,CCCC#N,,OCc1cc(-c2cc(-c3cccc(C(F)(F)F)c3)ccc2O)ccn1,0.0
CCOC(=O)c1ccc(C#Cc2cnc3nc(NC(=O)C(C)(C)C)[nH]c(=O)c3c2)s1,,,CCN(C(C)C)C(C)C,,,,,[OH][Pd][OH],,CC(C)O,,CCOC(=O)c1ccc(CCC2CNc3nc(NC(=O)C(C)(C)C)[nH]c(=O)c3C2)s1,84.0
O=C([C@@H]1CCCN(c2ccc3nc(C4(n5cc(Cl)cn5)CC4)[nH]c3n2)C1)N1CCCC1,O=Ic1ccccc1,,,,,,,Clc1cccc(Cl)c1C1=C2C=CC(=N2)C(c2c(Cl)cccc2Cl)=c2ccc3[n]2[Cu][n]2c1ccc2C(c1c(Cl)cccc1Cl)=C1C=CC(=N1)C=3c1c(Cl)cccc1Cl,,CC#N,ClCCCl,O=C([C@@H]1CCCN(c2cc(O)c3nc(C4(n5cc(Cl)cn5)CC4)[nH]c3n2)C1)N1CCCC1,0.0
