reactant-1,reactant-2,reactant-3,reagent-1,reagent-2,reagent-3,reagent-4,reagent-5,catalyst-1,catalyst-2,solvent-1,solvent-2,product,lc_area_percent
CC(C)(C)OC(=O)N1CCC(COc2cc(B3OC(C)(C)C(C)(C)O3)cnc2N)CC1,Cn1cnc(I)c1,,O=P([O-])([O-])[O-].[K+].[K+].[K+],O,,,,CC(C)(C)P(C(C)(C)C)C(C)(C)C.CC(C)(C)P(C(C)(C)C)C(C)(C)C.[Pd],,C1CCOC1,,Cn1cnc(-c2cnc(N)c(OCC3CCN(C(=O)OC(C)(C)C)CC3)c2)c1,50.0
CCOC(=O)c1c[nH]nc1O,Brc1ccc2ncccc2c1,,O=C([O-])[O-].[Cs+].[Cs+],,,,,CC(=O)[O][Pd][O]C(C)=O,C1CCCC1.C[C@H](C1CCCC1P(C1CCCCC1)C1CCCCC1)P(C(C)(C)C)C(C)(C)C.[Fe],Cc1ccccc1,,CCOC(=O)c1cn(-c2ccc3ncccc3c2)nc1O,0.0
COC(=O)c1cc(Br)cc(Br)c1,OB(O)c1cccnc1,,[Cs+].[F-],O,,,,[Pd].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1,,CO,,COC(=O)c1cc(Br)cc(-c2cccnc2)c1,22.0
O=C1NCc2c(Br)cccc21,[C-]#[O+],CC[Si](CC)CC,O=C([O-])[O-].[K+].[K+],,,,,ClCCl.[Cl][Pd][Cl].[Fe].c1ccc(P(c2ccccc2)C2CCCC2)cc1.c1ccc(P(c2ccccc2)C2CCCC2)cc1,,Cc1ccccc1,,O=Cc1cccc2c1CNC2=O,0.0
O=C(Cc1ccccn1)Nc1ccc(Br)nn1,CC1(C)OB(C2=CC(=O)CC2)OC1(C)C,,O=P([O-])([O-])[O-].[K+].[K+].[K+],,,,,,,C1CCOC1,,O=C1C=C(c2ccc(NC(=O)Cc3ccccn3)nn2)CC1,0.0
O=[N+]([O-])c1ccccc1F,CC(O)c1cccnc1,[Si]c1ccccc1,CN(C)P(=NC(C)(C)C)(N(C)C)N(C)C,,,,,,,CS(C)=O,,CC(Oc1ccccc1[N+](=O)[O-])c1cccnc1,0.0
Cc1cc(C)c(CN2CCc3c(Cl)cc(C(=O)C4CCN(C(=O)OC(C)(C)C)CC4)c(Cl)c3C2=O)c(OCc2ccccc2)n1,,,,,,,,,,ClCCl,,Cc1cc(C)c(CN2CCc3c(Cl)cc(C(O)C4CCN(C(=O)OC(C)(C)C)CC4)c(Cl)c3C2=O)c(OCc2ccccc2)n1,9.0
CC(C)(C)C(=O)ONC(=O)c1cc(F)ccc1OCc1ccccc1,C=CC,,CC(C)(C)C(=O)[O-].[Cs+],,,,,CC1C(C)C(C)C(C)C1C.CC1C(C)C(C)C(C)C1C.[Cl][Rh][Cl].[Cl][Rh][Cl],,C1CCOC1,,CC1CNC(=O)c2c(OCc3ccccc3)ccc(F)c21,0.0
CCOC(=O)c1c[nH]nc1O,Clc1ccc(I)cc1,,O=C([O-])[O-].[K+].[K+],,,,,[Cu][I],c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,CN(C)C=O,,CCOC(=O)c1cn(-c2ccc(Cl)cc2)nc1O,76.0
Brc1ccc2ncccc2c1,CC(=O)Nc1ccc(N(S(=O)(=O)F)S(=O)(=O)F)cc1,,CCN(CC)CC,,,,,CC(=O)[O][Pd][O]C(C)=O,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,Cc1ccccc1,,O=S(=O)(O)c1ccc2ncccc2c1,0.0
Brc1cncnc1,CC(C)(C)OC(=O)NNC(=O)OC(C)(C)C,,CCC(C)([O-])CCCC(C)C.[K+],,,,,CC(=O)[O][Pd][O]C(C)=O,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C(C)(C)C)C(C)(C)C)c(C(C)C)c1,C1COCCO1,,CC(C)(C)OC(=O)NN(C(=O)OC(C)(C)C)c1cncnc1,1.0
CC(C)(C)C(=O)ONC(=O)c1cnccn1,C=C,,CC(C)(C)C(=O)[O-].[Cs+],,,,,,,OC(C(F)(F)F)C(F)(F)F,,O=C1NCCc2nccnc21,0.0
Clc1cc2c(cnn2[C@H]2CCCCO2)c(Cl)n1,CN(c1ccccc1CN)S(C)(=O)=O,,CN(C)c1ccncc1,,,,,,,CCC(C)(C)O,,CN(c1ccccc1CNc1nc(Cl)cc2c1cnn2C1CCCCO1)S(C)(=O)=O,18.0
O=[N+]([O-])c1ccccc1F,CC(O)c1cccnc1,C[Si](C)(C)[Si]([Si](C)(C)C)[Si](C)(C)C,CCCCP(CCCC)CCCC,,,,,,,C1COCCO1,,CC(Oc1ccccc1[N+](=O)[O-])c1cccnc1,0.0
COc1ccnc2[nH]ccc12,CC(C)(C)OC(=O)N1CCC(=O)CC1,,C[Si](C)(C)[O-].[K+],,,,,,,CO,,COc1ccnc2[nH]cc(C3=CCN(C(=O)OC(C)(C)C)CC3)c12,59.0
Cc1ccnc(-c2ccn(C)n2)c1,,,Cl,,,,,[OH][Pd][OH],,CO,,CC1CCNC(c2ccn(C)n2)C1,9.0
CCOC(=O)c1ccc(C#Cc2cnc3nc(NC(=O)C(C)(C)C)[nH]c(=O)c3c2)s1,,,Cl,,,,,,,CC(=O)O,O,CCOC(=O)c1ccc(CCC2CNc3nc(NC(=O)C(C)(C)C)[nH]c(=O)c3C2)s1,7.0
Nc1nc2[nH]ccc2c2nc(-c3ccco3)nn12,CC1CO1,,COc1ccc(OC(C)C(=O)[O-])cc1.[Na+],,,,,,,CC(C)=O,C1CCOC1,CC(O)Cn1ccc2c1nc(N)n1nc(-c3ccco3)nc21,0.0
Cc1nc(Cl)ccc1Br,BrBr,,,,,,,CC(C)(C#N)N=NC(C)(C)C#N,,ClCCCl,,Clc1ccc(Br)c(CBr)n1,0.0
Nc1nc2[nH]ccc2c2nc(-c3ccco3)nn12,CC1CO1,,CC(C)(C)c1cccc(C(C)(C)C)n1,,,,,,,C1CCOC1,,CC(O)Cn1ccc2c1nc(N)n1nc(-c3ccco3)nc21,0.0
Brc1ccc2ncccc2c1,O=S([O-])c1ccccn1.[Na+],,O=P([O-])([O-])[O-].[K+].[K+].[K+],,,,,CN(C)CCN(C)C.Cc1cccc[c]1[Ni][Cl],CC1(C)c2cccc(P(c3ccccc3)c3ccccc3)c2Oc2c(P(c3ccccc3)c3ccccc3)cccc21,CCC(C)(C)O,,c1ccc(-c2ccc3ncccc3c2)nc1,0.0
Cc1cc(C)c(CN2CCc3c(Br)cc(I)c(Cl)c3C2=O)c(OCc2ccccc2)n1,Cc1cn(C)nn1,,CC(C)(C)C(=O)[O-].[Cs+],O,,,,CC(=O)[O][Pd][O]C(C)=O,CC1(C)c2cccc(P(c3ccccc3)c3ccccc3)c2Oc2c(P(c3ccccc3)c3ccccc3)cccc21,CC(=O)N(C)C,,Cc1cc(C)c(CN2CCc3c(Br)cc(-c4c(C)nnn4C)c(Cl)c3C2=O)c(OCc2ccccc2)n1,5.0
Cc1nc2cccc(B3OC(C)(C)C(C)(C)O3)c2o1,CI,,[Na+].[OH-],O,,,,CC(C)(C)P(C(C)(C)C)C(C)(C)C.CC(C)(C)P(C(C)(C)C)C(C)(C)C.[Pd],,CC#N,,Cc1nc2cccc(C)c2o1,29.0
CC(C)(C)OC(=O)N1CCC[C@@H](N(C(=O)c2ccc(Br)c(I)c2)c2ncccc2Cl)C1,[F-].[K+],[F][Ag],,,,,,CCN(CC)CCn1c2cc(Cl)ccc2c(=O)c2c(C)nn(C)c21,,CC1CCCO1,,CC(C)(C)OC(=O)N1CCC[C@@H](N(C(=O)c2ccc(Br)c(F)c2)c2ncccc2Cl)C1,0.0
Cn1ccc(I)n1,CC(C)(C)OC(=O)N1CCCC1[B-](F)(F)F.[K+],,O=C([O-])[O-].[Cs+].[Cs+],,,,,C1=CCCC=CCC1.C1=CCCC=CCC1.[Ni],Cc1cccc(-c2cccc(C)n2)n1,CC(C)=O,,Cn1ccc(C2CCCN2C(=O)OC(C)(C)C)n1,1.0
Cc1ccc(S(=O)(=O)N2CCC(C(=O)ON3C(=O)c4c(Cl)c(Cl)c(Cl)c(Cl)c4C3=O)CC2)cc1,CC1(C)OB(c2ccccc2)OC1(C)C,,CCC(C)(C)[O-].[K+],,,,,CC(=O)/C=C(/C)[O][Fe]([O]/C(C)=C\C(C)=O)[O]/C(C)=C\C(C)=O,N#C/C(C1=N[C@@H](c2ccccc2)CO1)=C1/N[C@@H](c2ccccc2)CO1,C1CCOC1,,Cc1ccc(S(=O)(=O)N2CCC(c3ccccc3)CC2)cc1,0.0
O=C(Cc1ccccn1)Nc1ccc(Br)nn1,CC1(C)OB([C@H]2CCC(=O)C2)OC1(C)C,,[Cs+].[F-],,,,,CC(C)(C)P(C(C)(C)C)C(C)(C)C.CC(C)(C)P(C(C)(C)C)C(C)(C)C.[Pd],,CCC(C)(C)O,,O=C1CCC(c2ccc(NC(=O)Cc3ccccn3)nn2)C1,0.0
Nc1ncc(-c2nc(N3CCOCC3)nc(Cl)c2CCI)cn1,CC(C)(C)OC(=O)N1CC[C@@](C)(N)C1,,C1CCC2=NCCCN2CC1,,,,,,,Cc1ccccc1,,CC(C)(C)OC(=O)N1CC[C@](C)(N2CCc3c(-c4cnc(N)nc4)nc(N4CCOCC4)nc32)C1,0.0
Brc1ccc2ncccc2c1,O=S([O-])C1CC1.[Na+],,O=C([O-])[O-].[K+].[K+],,,,,CC(=O)[O][Pd][O]C(C)=O,C1CCC([P+](CCC[P+](C2CCCC2)C2CCCC2)C2CCCC2)C1.F[B-](F)(F)F.F[B-](F)(F)F,C1COCCO1,,c1cnc2ccc(C3CC3)cc2c1,0.0
Cc1nc2c(C(=O)O)cccc2[nH]1,,,Cl,,,,,,,CC(C)O,O,Cc1nc2c([nH]1)CCCC2C(=O)O,0.0
COc1ccc(C2=C(C)c3ccc(OC)cc3O[C@@H]2c2ccc(OCc3ccccc3)cc2)cc1,,,Cl,,,,,,,CO,,COc1ccc(C2=C(C)c3ccc(OC)cc3OC2c2ccc(O)cc2)cc1,11.0
CONC(=O)c1cc(Cl)ccn1,C#C,,CC(=O)[O-].[K+],F[B-](F)(F)F.[Ag+],F[B-](F)(F)F.[Ag+],,,CC1C(C)C(C)C(C)C1C.CC1C(C)C(C)C(C)C1C.[Cl][Rh][Cl].[Cl][Rh][Cl],,CC(C)O,,O=c1[nH]ccc2c(Cl)ccnc12,0.0
Brc1ccc2ncccc2c1,O=S([O-])c1ccccn1.[Na+],,O=P([O-])([O-])[O-].[K+].[K+].[K+],,,,,CN(C)CCN(C)C.Cc1cccc[c]1[Ni][Cl],CN[C@@H]1CCCC[C@H]1NC,CCC(C)(C)O,,c1ccc(-c2ccc3ncccc3c2)nc1,0.0
COC(=O)C1=CCC2(C1)OCCO2,,,CS(=O)(=O)O,,,,,,,CO,,COC(=O)C1=CC(=O)CC1,29.0
COC(=O)c1cc(Cl)ccc1Cl,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,,,,,,,C1=CCCC=CCC1.C1=CCCC=CCC1.C[O+]1[Ir-]2[O+](C)[Ir-]12,N#Cc1ccc(NC(=O)C(=O)NCc2ccccc2)c(C(=O)O)c1,C1CCOC1,,COC(=O)c1cc(Cl)cc(B2OC(C)(C)C(C)(C)O2)c1Cl,0.0
Cc1cc2c(cc1B1OC(C)(C)C(C)(C)O1)C(=O)N([C@H]1CCOC[C@@H]1O)CC2,Cc1nc(-c2ccc(CCl)cc2)co1,,[Cs+].[F-],,,,,CC(=O)[O][Pd][O]C(C)=O,CCCCP([C@]12C[C@@H]3C[C@H](C[C@@H](C3)C1)C2)[C@]12C[C@H]3C[C@@H](C[C@H](C3)C1)C2,CO,,Cc1nc(-c2ccc(Cc3cc4c(cc3C)CCN([C@H]3CCOC[C@@H]3O)C4=O)cc2)co1,39.0
O=C(O[C@H](c1ccc(Cl)c(F)c1)[C@H]1OC(O)[C@H](O)[C@@H]1O)c1ccccc1,Clc1ncnc2[nH]cc(I)c12,,CCCCP(CCCC)CCCC,CC(C)OC(=O)/N=N/C(=O)OC(C)C,,,,,,ClCCl,,O=C(O[C@H](c1ccc(Cl)c(F)c1)[C@H]1OC(n2cc(I)c3c(Cl)ncnc32)[C@H](O)[C@@H]1O)c1ccccc1,0.0
CC(C)(C)OC(=O)N1CC[C@H]2O[C@H]2C1,NCc1ccccc1,,O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F.[Mg+2],,,,,,,ClCCl,,CC(C)(C)OC(=O)N1CC[C@@H](NCc2ccccc2)[C@H](O)C1,0.0
CC(C)(C)OC(=O)N1C[C@@H]2O[C@H]2[C@@H](F)C1,[F][Ce]([F])([F])[F],,,,,,,,,CO,,CC(C)(C)OC(=O)N1C[C@@H](F)[C@H](O)[C@@H](F)C1,4.0
CC(=O)NC1=C(C)C(=O)CCC1,,,CCN(C(C)C)C(C)C,,,,,[OH][Pd][OH],,CO,,CC(=O)N[C@H]1CCCC(=O)[C@H]1C,55.0
Nc1nc2[nH]ccc2c2nc(-c3ccco3)nn12,CC1CO1,,C1CCC2=NCCCN2CC1,,,,,,,CN(C)C=O,,CC(O)Cn1ccc2c1nc(N)n1nc(-c3ccco3)nc21,0.0
CCOC(=O)c1cc(B2OC(C)(C)C(C)(C)O2)c(C)cn1,BrCc1ccc(-c2cscn2)cc1,,[Na+].[OH-],O,,,,CN(C)c1ccc(P(C(C)(C)C)C(C)(C)C)cc1.CN(C)c1ccc(P(C(C)(C)C)C(C)(C)C)cc1.[Cl][Pd][Cl],,Cc1ccccc1,,Cc1cnc(C(=O)O)cc1Cc1ccc(-c2cscn2)cc1,0.0
Fc1c(Cl)nc(N2CCOCC2)nc1Cl,CC(C)(C)OC(=O)N1CC[C@](N)(CO)C1,,O=C([O-])O.[Na+],,,,,,,CN(C)C=O,,CC(C)(C)OC(=O)N1CCC(CO)(Nc2nc(N3CCOCC3)nc(Cl)c2F)C1,9.0
O=C1NCc2c(OCCCCN3CCNCC3)cccc21,Brc1ccc2ncccc2c1,,CCC(C)(C)[O-].[K+],,,,,CC(C)(C)P(C(C)(C)C)C(C)(C)C.CC(C)(C)P(C(C)(C)C)C(C)(C)C.[Pd],,CCC(C)(C)O,,O=C1NCc2c(OCCCCN3CCN(c4ccc5ncccc5c4)CC3)cccc21,71.0
Fc1c(Cl)cccc1Br,CC(C#N)C(=O)[O][K],,,,,,,CC(=O)[O][Pd][O]C(C)=O,CC1(C)c2cccc(P(c3ccccc3)c3ccccc3)c2Oc2c(P(c3ccccc3)c3ccccc3)cccc21,CCC(C)(C)O,,C[C@@H](C#N)c1cccc(Cl)c1F,0.0
O=[N+]([O-])c1cc(C(F)(F)F)ccc1F,Cc1cc(C)nc(N)n1,,[H-].[Na+],,,,,,,CC#N,,Cc1cc(C)nc(Nc2ccc(C(F)(F)F)cc2[N+](=O)[O-])n1,19.0
Fc1cc(Br)cc2cn[nH]c12,COS(=O)(=O)OC,,[Na+].[OH-],O,,,,,,CC#N,,Cn1ncc2cc(Br)cc(F)c21,66.0
Nc1ncc(Cl)nc1Br,C#C[Si](CC)(CC)CC,,CCN(CC)CC,,,,,CC(=O)[O][Pd][O]C(C)=O,Cc1ccccc1P(c1ccccc1C)c1ccccc1C,CC1CCCO1,,CC[Si](C#Cc1nc(Cl)cnc1N)(CC)CC,14.0
CC(C)(C)C(=O)ONC(=O)c1cc(F)ccc1OCc1ccccc1,C=CC,,CC(=O)[O-].[Cs+],,,,,,,CC(=O)OC(C)C,,CC1CNC(=O)c2c(OCc3ccccc3)ccc(F)c21,3.0
Cc1c(Br)cncc1Br,N#[C][Cu],,,,,,,ClCCl.[Cl][Pd][Cl].[Fe].c1ccc(P(c2ccccc2)C2CCCC2)cc1.c1ccc(P(c2ccccc2)C2CCCC2)cc1,,CC(=O)N(C)C,,Cc1c(Br)cncc1C#N,0.0
CC(C)(C)OC(=O)N1CC[C@H]2O[C@H]2C1,NCc1ccccc1,,[Cl][Ti]([Cl])[Cl],,,,,,,ClCCl,,CC(C)(C)OC(=O)N1CC[C@@H](NCc2ccccc2)[C@H](O)C1,0.0
O=C(Cc1ccccn1)Nc1ccc(Br)nn1,CC1(C)OB(C2=CC(=O)CC2)OC1(C)C,,[Cs+].[F-],,,,,[Pd].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1,,C1CCOC1,,O=C1C=C(c2ccc(NC(=O)Cc3ccccn3)nn2)CC1,33.0
CCn1cc(CNC(=O)c2ccc(F)cc2[C@@H](C)Oc2cc(Br)cnc2N)nn1,,,CC(=O)[O-].[K+],,,,,CC(=O)[O][Pd][O]C(C)=O,COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CC(=O)N(C)C,,CCn1nnc2c1-c1cnc(N)c(c1)O[C@H](C)c1cc(F)ccc1C(=O)NC2,46.0
O=Cc1ccc(F)cc1Cl,c1c[nH]nn1,,CC(C)(C)C(=O)[O-].[Cs+],,,,,,,Cc1ccccc1,,O=Cc1ccc(-n2nccn2)cc1Cl,17.0
CC1=CCC(O[Si](C)(C)C(C)(C)C)=CC1,,,O=P([O-])([O-])[O-].[K+].[K+].[K+],O,,,,C1=CCCC=CCC1.C1=CCCC=CCC1.[Cl][Ir].[Cl][Ir],CS(=O)(=O)N[C@@H](c1ccccc1)[C@@H](N)c1ccccc1,OCC(F)(F)F,,C[C@H]1CC=C(O[Si](C)(C)C(C)(C)C)CC1,0.0
O=C1OCCn2c1ccc(Br)c2=O,Cc1c[nH]cn1,,C[O-].[K+],,,,,CC(=O)[O][Pd][O]C(C)=O,Cc1c(C)c(C)c(P(C(C)(C)C)C(C)(C)C)c(-c2c(C(C)C)cc(C(C)C)cc2C(C)C)c1C,Cc1ccccc1,C1COCCO1,Cc1cn(-c2ccc3n(c2=O)CCOC3=O)cn1,0.0
CCOC(=O)c1cc2c(Br)nn(C(C)OCC)c2s1,,,Cl,,,,,,,OCC(F)(F)F,,CCOC(=O)c1cc2cn[nH]c2s1,0.0
Fc1c(Cl)cccc1Br,CC(C#N)C(=O)[O][K],,CC(C)(C)[O-].[Li+],,,,,C=C[CH2][Pd][Cl].C=C[CH2][Pd][Cl],CC1(C)c2cccc(P(c3ccccc3)c3ccccc3)c2Oc2c(P(c3ccccc3)c3ccccc3)cccc21,Cc1ccccc1,,C[C@@H](C#N)c1cccc(Cl)c1F,0.0
CC(C)(C)C(=O)ONC(=O)c1cc(Cl)cc(Br)c1Cl,C=C,,O=C([O-])[O-].[Na+].[Na+],,,,,CC1C(C)C(C)C(C)C1C.CC1C(C)C(C)C(C)C1C.[Cl][Rh][Cl].[Cl][Rh][Cl],,CC#N,,O=C1NCCc2c(Cl)cc(Br)c(Cl)c21,4.0
Cc1cc(C)c(CN2CCc3c(Br)cc(I)c(Cl)c3C2=O)c(OCc2ccccc2)n1,Cc1cn(C)nn1,,CC(C)(C)C(=O)[O-].[Cs+],,,,,CC(=O)[O][Pd][O]C(C)=O,CC1(C)c2cccc(P(c3ccccc3)c3ccccc3)c2Oc2c(P(c3ccccc3)c3ccccc3)cccc21,CC(=O)N(C)C,,Cc1cc(C)c(CN2CCc3c(Br)cc(-c4c(C)nnn4C)c(Cl)c3C2=O)c(OCc2ccccc2)n1,1.0
Nc1nc(NNC(=O)c2ccco2)c2ccn(CCO)c2n1,,,[O]=[Mg],,,,,,,ClCCCl,,Nc1nc2c(ccn2CCO)c2nc(-c3ccco3)nn12,0.0
CCOC(=O)c1c[nH]nc1O,Brc1ccc2ncccc2c1,,CC(C)(C)[O-].[Li+],,,,,CC(=O)[O][Pd][O]C(C)=O,COc1ccccc1-n1cccc1P(C(C)(C)C)C(C)(C)C,C1COCCO1,,CCOC(=O)c1cn(-c2ccc3ncccc3c2)nc1O,0.0
Cc1cncc(O)c1,,,Cl,,,,,[OH][Pd][OH],,CC(C)O,,CC1CNCC(O)C1,0.0
CCOC(=O)n1cnnn1,CC=O,,,,,,,,,COC(C)(C)C,,CCOC(=O)OC(C)n1cnnn1,64.0
CC1(C)O[C@@H]2[C@H](O1)[C@@H](C(=O)c1ccc(F)c(F)c1)O[C@H]2n1cc(F)c2c(Cl)ncnc21,,,O=CO,CCN(CC)CC,,,,,,OCC(F)(F)F,,CC1(C)O[C@H]2[C@@H](O1)[C@H](n1cc(F)c3c(Cl)ncnc31)O[C@@H]2[C@H](O)c1ccc(F)c(F)c1,0.0
CC(C)(C)OC(=O)N1CCc2cc(Br)cc(OCc3ccccc3)c2C1,C[Si](C)(C)C(F)F,,CCC(C)(C)[O-].[K+],,,,,CC(=O)[O][Pd][O]C(C)=O,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,Cc1ccccc1,,CC(C)(C)OC(=O)N1CCc2cc(C(F)F)cc(OCc3ccccc3)c2C1,0.0
COc1ccnc2[nH]ccc12,CC(C)(C)OC(=O)N1CCC(=O)CC1,,O=C([O-])O.[Na+],,,,,,,C1CCOC1,,COc1ccnc2[nH]cc(C3=CCN(C(=O)OC(C)(C)C)CC3)c12,0.0
Cc1cc(Br)n(C)n1,CC(C)(C)OC(=O)CO,,CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,,,,,CC(=O)[O][Pd][O]C(C)=O,CC(C)(C)P(c1ccnn1-c1c(-c2ccccc2)nn(-c2ccccc2)c1-c1ccccc1)C(C)(C)C,CCC(C)(C)O,,Cc1cc(OCC(=O)OC(C)(C)C)n(C)n1,0.0
COC(=O)C1=CCC2(C1)OCCO2,,,O=C(O)C(F)(F)F,,,,,,,CCC(C)=O,,COC(=O)C1=CC(=O)CC1,0.0
Brc1nnnn1Cc1ccccc1,Cn1nccc1B1OC(C)(C)C(C)(C)O1,,O=C([O-])O.[Na+],O,,,,[Pd].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1,,CC#N,,Cn1nccc1-c1nnnn1Cc1ccccc1,15.0
Brc1cnsc1,CC(C)(C)OC(N)=O,,CCC(C)(C)[O-].[K+],,,,,CC(=O)[O][Pd][O]C(C)=O,C1CCCC1.C[C@H](C1CCCC1P(C1CCCCC1)C1CCCCC1)P(C(C)(C)C)C(C)(C)C.[Fe],C1COCCO1,,CC(C)(C)OC(=O)Nc1cnsc1,0.0
Cc1sc2nc(NCc3ccccc3)cnc2c1I,Clc1ncnc2[nH]ccc12,,CCC(C)(C)[O-].[K+],,,,,[Cu][I],Nc1ccccn1,C1COCCO1,,Cc1sc2nc(NCc3ccccc3)cnc2c1-n1ccc2c(Cl)ncnc21,0.0
C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2ccc(F)cc2F)CO1,,,CC(C)(OO)c1ccccc1,c1c[nH]cn1,,,,Fc1c(F)c(F)c(C2=C3C=CC(=N3)C(c3c(F)c(F)c(F)c(F)c3F)=c3ccc4[n]3[Mn]([Cl])[n]3c2ccc3C(c2c(F)c(F)c(F)c(F)c2F)=C2C=CC(=N2)C=4c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,,CC#N,ClCCCl,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2cc(O)c(F)cc2F)CO1,0.0
CCc1ccn2ccnc2c1Br,CC(C)(C)OC(=O)N1CCCNCC1,,C[Si](C)(C)[N-][Si](C)(C)C.[Na+],,,,,CC(=O)[O][Pd][O]C(C)=O,CC(C)Oc1cccc(OC(C)C)c1-c1ccccc1P(C1CCCCC1)C1CCCCC1,Cc1ccccc1,,CCc1ccn2ccnc2c1N1CCCN(C(=O)OC(C)(C)C)CC1,2.0
Brc1ccc2ncccc2c1,CC(C)(C)OC(=O)NNC(=O)OC(C)(C)C,,CCC(C)(C)[O-].[Na+],,,,,COc1ccc(OC)c(P(C(C)(C)C)C(C)(C)C)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C.CS(=O)(=O)[O-].Nc1ccccc1-c1cccc[c]1[Pd+],,C1COCCO1,,CC(C)(C)OC(=O)NN(C(=O)OC(C)(C)C)c1ccc2ncccc2c1,86.0
Nc1ncc(-c2nc(N3CCOCC3)nc(Cl)c2CCI)cn1,CC(C)(C)OC(=O)N1CC[C@@](C)(N)C1,,CN(C1CCCCC1)C1CCCCC1,,,,,,,CS(C)=O,,CC(C)(C)OC(=O)N1CC[C@](C)(N2CCc3c(-c4cnc(N)nc4)nc(N4CCOCC4)nc32)C1,4.0
O=[N+]([O-])c1cc(C(F)(F)F)ccc1F,Cc1cc(C)nc(N)n1,,C[O-].[Na+],,,,,,,C1CCOC1,,Cc1cc(C)nc(Nc2ccc(C(F)(F)F)cc2[N+](=O)[O-])n1,5.0
N#Cc1cncnc1,CC(C)(C)OC(=O)NC1(C(=O)O)CC1,,[Cs+].[F-],,,,,c1ccc(-c2cccc[c]2[Ir]([c]2ccccc2-c2ccccn2)[c]2ccccc2-c2ccccn2)nc1,,CS(C)=O,,CC(C)(C)OC(=O)NC1(c2cncnc2)CC1,0.0
Fc1c(Cl)nc(N2CCOCC2)nc1Cl,CC(C)(C)OC(=O)N1CC[C@](N)(CO)C1,,C[N+](C)(C)C.[F-],,,,,,,CC#N,,CC(C)(C)OC(=O)N1CCC(CO)(Nc2nc(N3CCOCC3)nc(Cl)c2F)C1,1.0
COc1ccc(F)cc1C(C)=O,N.O=CO,,,,,,,,,C1CCOC1,,COc1ccc(F)cc1[C@H](C)O,100.0
C[C@@H](Oc1cc(Br)cnc1N)c1cc(F)ccc1C(=O)N(C)Cc1cn(CC2CCC2)nn1,[Cu][I],,CC(=O)[O-].[K+],,,,,CC(=O)[O][Pd][O]C(C)=O,CCCCP([C@]12C[C@@H]3C[C@H](C[C@@H](C3)C1)C2)[C@]12C[C@H]3C[C@@H](C[C@H](C3)C1)C2,CC(=O)N(C)C,,C[C@H]1Oc2cc(cnc2N)-c2c(nnn2CC2CCC2)CN(C)C(=O)c2ccc(F)cc21,6.0
Cc1cc(C)c(CN2CCc3c(Br)cc(I)c(Cl)c3C2=O)c(OCc2ccccc2)n1,Cc1cn(C)nn1,,CC(C)(C)C(=O)[O-].[Cs+],,,,,CC(=O)[O][Pd][O]C(C)=O,,CC(=O)N(C)C,,Cc1cc(C)c(CN2CCc3c(Br)cc(-c4c(C)nnn4C)c(Cl)c3C2=O)c(OCc2ccccc2)n1,0.0
CC(C)(C)c1ccc(Br)cn1,[Br][Zn][CH2]Cc1ccccc1,[C-]#[N+]C(C)(C)C,C[Si](C)(C)[N-][Si](C)(C)C.[Li+],,,,,CC(=O)[O][Pd][O]C(C)=O,CC(C)(C)P(c1ccnn1-c1c(-c2ccccc2)nn(-c2ccccc2)c1-c1ccccc1)C(C)(C)C,Cc1ccccc1,,CC(C)(C)c1ccc(C(=O)CCc2ccccc2)cn1,11.0
